movie_id,title,user_id,rating
139,Target,9064,2.0
139,Target,21014,4.0
139,Target,21535,3.5
139,Target,23292,3.0
139,Target,23455,3.0
139,Target,31303,4.0
139,Target,32038,3.0
139,Target,54822,3.0
139,Target,63810,3.0
139,Target,66036,5.0
139,Target,67782,3.0
139,Target,69674,3.0
139,Target,70539,2.5
139,Target,77722,2.0
139,Target,79631,3.0
139,Target,93112,3.0
139,Target,111694,5.0
139,Target,117869,5.0
139,Target,126372,5.0
139,Target,127048,1.0
139,Target,127720,3.0
139,Target,133710,2.0
139,Target,138044,4.0
139,Target,139209,2.0
139,Target,140675,3.0
139,Target,142040,2.5
139,Target,176596,3.0
139,Target,180347,3.0
139,Target,192983,4.0
139,Target,200069,4.0
139,Target,200909,3.0
139,Target,201555,3.0
139,Target,207538,2.5
139,Target,216788,4.0
139,Target,225092,0.5
139,Target,235690,1.0
139,Target,236709,3.0
139,Target,237662,4.0
139,Target,241756,3.0
139,Target,242809,3.0
139,Target,243931,3.0
139,Target,249001,4.0
139,Target,249743,4.0
139,Target,260126,3.0
139,Target,263755,3.0
139,Target,267155,3.0
139,Target,267568,3.0
139,Target,280148,2.5
568,Bhaji,856,3.0
568,Bhaji,1165,3.0
568,Bhaji,1265,4.0
568,Bhaji,1619,2.0
568,Bhaji,1766,5.0
568,Bhaji,3528,4.0
568,Bhaji,3675,3.0
568,Bhaji,4694,3.0
568,Bhaji,4796,3.5
568,Bhaji,5008,4.0
568,Bhaji,5072,5.0
568,Bhaji,5167,3.0
568,Bhaji,5636,4.0
568,Bhaji,6034,3.0
568,Bhaji,6910,4.0
568,Bhaji,8453,4.0
568,Bhaji,8882,5.0
568,Bhaji,11070,3.0
568,Bhaji,11625,3.0
568,Bhaji,12312,3.0
568,Bhaji,14093,3.0
568,Bhaji,14139,4.0
568,Bhaji,14581,4.0
568,Bhaji,15362,3.0
568,Bhaji,16298,3.0
568,Bhaji,16416,3.0
568,Bhaji,16599,4.0
568,Bhaji,16623,3.5
568,Bhaji,16884,4.0
568,Bhaji,17028,5.0
568,Bhaji,17304,4.0
568,Bhaji,19117,3.0
568,Bhaji,19751,3.0
568,Bhaji,20189,3.0
568,Bhaji,21062,3.0
568,Bhaji,21394,3.0
568,Bhaji,22814,3.5
568,Bhaji,24151,5.0
568,Bhaji,24495,3.0
568,Bhaji,25365,5.0
568,Bhaji,26139,3.0
568,Bhaji,26342,4.0
568,Bhaji,26445,3.0
568,Bhaji,26756,3.0
568,Bhaji,28584,3.0
568,Bhaji,30011,4.0
568,Bhaji,30579,3.5
568,Bhaji,31314,5.0
568,Bhaji,31401,4.0
568,Bhaji,31749,5.0
568,Bhaji,32374,3.0
568,Bhaji,33290,4.0
568,Bhaji,33903,4.0
568,Bhaji,34234,5.0
568,Bhaji,34831,4.0
568,Bhaji,35119,3.5
568,Bhaji,35121,5.0
568,Bhaji,35306,4.0
568,Bhaji,37478,4.0
568,Bhaji,39654,4.0
568,Bhaji,39703,3.0
568,Bhaji,39737,3.0
568,Bhaji,39973,5.0
568,Bhaji,41346,4.0
568,Bhaji,41590,4.0
568,Bhaji,41788,3.0
568,Bhaji,41959,4.0
568,Bhaji,44609,3.0
568,Bhaji,44721,5.0
568,Bhaji,45834,4.5
568,Bhaji,46195,4.0
568,Bhaji,47198,3.0
568,Bhaji,47895,3.0
568,Bhaji,48714,4.0
568,Bhaji,50139,4.0
568,Bhaji,50567,3.0
568,Bhaji,52772,1.0
568,Bhaji,53132,5.0
568,Bhaji,54469,4.0
568,Bhaji,56812,2.0
568,Bhaji,57292,3.0
568,Bhaji,57825,4.0
568,Bhaji,58670,4.0
568,Bhaji,59734,4.0
568,Bhaji,60206,3.0
568,Bhaji,60950,2.5
568,Bhaji,61277,4.0
568,Bhaji,62057,1.0
568,Bhaji,62161,3.5
568,Bhaji,63810,3.0
568,Bhaji,64168,3.0
568,Bhaji,65073,3.0
568,Bhaji,65664,4.0
568,Bhaji,65906,4.0
568,Bhaji,66694,3.5
568,Bhaji,66740,4.0
568,Bhaji,67239,3.0
568,Bhaji,74065,4.0
568,Bhaji,75359,4.0
568,Bhaji,76051,4.0
568,Bhaji,76218,3.0
568,Bhaji,76286,4.0
568,Bhaji,77631,3.0
568,Bhaji,78029,5.0
568,Bhaji,78033,3.0
568,Bhaji,78643,3.0
568,Bhaji,79637,3.5
568,Bhaji,79967,3.0
568,Bhaji,80291,4.0
568,Bhaji,80923,5.0
568,Bhaji,81959,4.0
568,Bhaji,82746,3.0
568,Bhaji,83557,3.0
568,Bhaji,83610,4.0
568,Bhaji,84032,1.0
568,Bhaji,85457,4.0
568,Bhaji,85771,3.0
568,Bhaji,87102,3.0
568,Bhaji,87164,5.0
568,Bhaji,87371,4.0
568,Bhaji,87533,4.0
568,Bhaji,87694,5.0
568,Bhaji,87756,4.0
568,Bhaji,89032,4.0
568,Bhaji,89569,3.0
568,Bhaji,90034,4.0
568,Bhaji,90629,3.0
568,Bhaji,91091,4.0
568,Bhaji,91266,4.0
568,Bhaji,91345,4.0
568,Bhaji,93044,3.0
568,Bhaji,93754,4.0
568,Bhaji,95592,3.0
568,Bhaji,95674,3.0
568,Bhaji,96075,4.0
568,Bhaji,96079,4.5
568,Bhaji,96821,2.0
568,Bhaji,97895,3.0
568,Bhaji,97958,3.0
568,Bhaji,98113,4.0
568,Bhaji,99016,4.0
568,Bhaji,100290,4.5
568,Bhaji,100561,4.5
568,Bhaji,101928,1.0
568,Bhaji,103241,5.0
568,Bhaji,105710,1.0
568,Bhaji,106953,4.0
568,Bhaji,109289,4.0
568,Bhaji,110896,3.0
568,Bhaji,111374,5.0
568,Bhaji,111986,3.0
568,Bhaji,112358,3.0
568,Bhaji,112491,3.5
568,Bhaji,112582,3.0
568,Bhaji,114694,1.0
568,Bhaji,115423,4.0
568,Bhaji,115479,4.0
568,Bhaji,115892,3.0
568,Bhaji,116736,3.5
568,Bhaji,117293,2.5
568,Bhaji,117335,4.0
568,Bhaji,117490,3.0
568,Bhaji,117496,1.0
568,Bhaji,117702,5.0
568,Bhaji,117870,3.5
568,Bhaji,120089,4.0
568,Bhaji,120708,4.0
568,Bhaji,122211,3.0
568,Bhaji,123100,2.5
568,Bhaji,123445,3.0
568,Bhaji,123797,3.0
568,Bhaji,124552,2.0
568,Bhaji,124624,4.0
568,Bhaji,125647,5.0
568,Bhaji,126103,4.0
568,Bhaji,126594,4.0
568,Bhaji,126870,5.0
568,Bhaji,127048,3.0
568,Bhaji,127339,4.0
568,Bhaji,127595,4.0
568,Bhaji,128244,3.0
568,Bhaji,128356,4.5
568,Bhaji,129613,3.0
568,Bhaji,130426,4.0
568,Bhaji,130657,5.0
568,Bhaji,131221,3.0
568,Bhaji,133025,5.0
568,Bhaji,133499,3.0
568,Bhaji,133710,2.0
568,Bhaji,134819,3.5
568,Bhaji,136196,4.0
568,Bhaji,137359,3.0
568,Bhaji,138022,3.0
568,Bhaji,138289,3.0
568,Bhaji,139944,4.0
568,Bhaji,140537,3.0
568,Bhaji,141446,4.0
568,Bhaji,141970,4.0
568,Bhaji,143781,3.0
568,Bhaji,145043,4.0
568,Bhaji,147025,4.0
568,Bhaji,147216,3.0
568,Bhaji,147541,3.0
568,Bhaji,147858,5.0
568,Bhaji,148867,3.0
568,Bhaji,149667,4.0
568,Bhaji,151779,4.0
568,Bhaji,152908,4.0
568,Bhaji,153466,3.0
568,Bhaji,153487,4.0
568,Bhaji,153979,3.0
568,Bhaji,154263,4.0
568,Bhaji,154598,4.0
568,Bhaji,156556,1.5
568,Bhaji,156854,5.0
568,Bhaji,156971,2.0
568,Bhaji,157280,4.0
568,Bhaji,157322,4.0
568,Bhaji,157416,3.0
568,Bhaji,160110,2.0
568,Bhaji,161081,4.0
568,Bhaji,161622,4.0
568,Bhaji,162801,3.0
568,Bhaji,162844,4.0
568,Bhaji,163477,4.0
568,Bhaji,165587,2.0
568,Bhaji,166053,3.0
568,Bhaji,166199,4.0
568,Bhaji,167052,4.0
568,Bhaji,167873,2.0
568,Bhaji,170203,3.5
568,Bhaji,172070,3.0
568,Bhaji,172587,3.0
568,Bhaji,172688,4.0
568,Bhaji,173161,3.0
568,Bhaji,174924,4.0
568,Bhaji,175878,4.0
568,Bhaji,176229,4.0
568,Bhaji,176366,4.0
568,Bhaji,177167,4.0
568,Bhaji,177761,3.0
568,Bhaji,178061,3.0
568,Bhaji,179941,3.5
568,Bhaji,180161,3.0
568,Bhaji,180435,2.0
568,Bhaji,181514,4.0
568,Bhaji,181757,4.0
568,Bhaji,182245,4.0
568,Bhaji,182491,4.0
568,Bhaji,183130,3.0
568,Bhaji,183233,2.0
568,Bhaji,183515,4.0
568,Bhaji,184196,4.0
568,Bhaji,184221,3.0
568,Bhaji,184371,4.0
568,Bhaji,185425,3.0
568,Bhaji,186514,2.0
568,Bhaji,186993,3.0
568,Bhaji,188786,3.0
568,Bhaji,188972,4.0
568,Bhaji,189526,5.0
568,Bhaji,190724,3.0
568,Bhaji,191219,4.0
568,Bhaji,192962,4.0
568,Bhaji,193092,2.5
568,Bhaji,194288,3.0
568,Bhaji,195447,4.0
568,Bhaji,195821,3.0
568,Bhaji,196678,3.0
568,Bhaji,198773,3.0
568,Bhaji,199066,3.0
568,Bhaji,199176,5.0
568,Bhaji,199498,4.0
568,Bhaji,199596,3.0
568,Bhaji,200179,4.0
568,Bhaji,200806,4.0
568,Bhaji,200992,4.0
568,Bhaji,201399,3.0
568,Bhaji,201555,3.0
568,Bhaji,202865,4.5
568,Bhaji,204246,3.0
568,Bhaji,204845,4.0
568,Bhaji,205469,5.0
568,Bhaji,205938,4.0
568,Bhaji,206194,4.0
568,Bhaji,207725,4.0
568,Bhaji,208496,4.0
568,Bhaji,209436,1.0
568,Bhaji,210263,5.0
568,Bhaji,210269,3.0
568,Bhaji,211187,3.0
568,Bhaji,212837,1.0
568,Bhaji,213751,3.0
568,Bhaji,213875,5.0
568,Bhaji,214938,1.0
568,Bhaji,215214,4.0
